51,SAINT JOHNS WELL CHILD AND FAMILY CENTER TRAYNHAM CLINIC,"326 W 23rd St,Los Angeles,California 90007-2612",0,1.69,3235411411,,90007-2612
52,AHF HEALTHCARE CENTER  DOWNTOWN,"1400 S Grand Ave STE 801,Los Angeles,California 90015-3068",0,2.06,2137419727,,90015-3068
53,WILLIAMS CLINIC,"808 W 58th St,Los Angeles,California 90037-3632",0,2.11,3235411600 x1079,,90037-3632
54,CENTER FOR COMMUNITY HEALTH,"522 S San Pedro St,Los Angeles,California 90013-2102",0,2.60,5628677999,,90013-2102
55,THE CLINIC INC,"3834 S Western Ave,Los Angeles,California 90062-1104",0,2.96,3237301920,,90062-1104
56,AHF HEALTHCARE CENTER CARL BEAN,"2146 W Adams Blvd,Los Angeles,California 90018-2039",0,3.59,3237662170,,90018-2039
57,UNIVERSITY OF SOUTHERN CALIFORNIA,"1640 Marengo St STE 300,Los Angeles,California 90033-1075",0,4.40,3238651585,,90033-1075
58,WATTS HEALTHCARE CORPORATION,"10300 Compton Ave,Los Angeles,California 90002-3628",0,4.55,3235644331,,90002-3628
59,LACUSC MEDICAL CENTER  RAND SCHRADER CLINIC,"1300 N Mission Rd,Los Angeles,California 90033-1021",0,4.67,3234098255,,90033-1021
60,MCA  CLINIC  OPD 5 WEST,"2010 Zonal Ave,Los Angeles,California 90033-1026",0,4.68,3234092200,,90033-1026
61,MCA CLINIC,"2010 Zonal Ave,Los Angeles,California 90033-1026",0,4.68,3232262200,,90033-1026
62,MHF INGLEWOOD,"2700 W Manchester Blvd,Inglewood,California 90305-2436",0,5.01,3239055675,,90305-2436
63,APLA HEALTH  WELLNESS,"3743 S La Brea Ave,Los Angeles,California 90016-5309",0,5.64,3293299900,,90016-5309
64,CHARLES R DREW UNIVERSITY  OASIS CLINIC,"1807 E 120th St,Los Angeles,California 90059-3005",0,5.84,4243382929,,90059-3005
65,ALTAMED HEALTH SERVICES CORPORATION,"2035 Camfield Ave,Commerce,California 90040-1501",0,5.86,3237670250,,90040-1501
66,WESLEY HEALTH CENTER  VERMONT CLINIC,"954 N Vermont Ave,Los Angeles,California 90029-3529",0,5.92,8667335924,,90029-3529
67,ELA COMMERCE,"5427 Whittier Blvd,Los Angeles,California 90022-4101",0,6.05,8884999303,,90022-4101
68,WESLEY HEALTH CENTERS,"3591 E Imperial Hwy,Lynwood,California 90262-2654",0,6.14,8667335924,,90262-2654
69,AHF HOLLYWOOD,"1300 N Vermont Ave STE 407,Los Angeles,California 90027-6086",0,6.36,3236620492,,90027-6086
70,CHILDRENS HOSPITAL LOS ANGELES,"4650 W Sunset Blvd,Los Angeles,California 90027-6062",0,6.50,3233612501,,90027-6062
71,CHILDRENS HOSPITAL OF LOS ANGELES,"5000 W Sunset Blvd FL 4,Los Angeles,California 90027-5861",0,6.65,3233612153,,90027-5861
72,APLA HEALTH  WELLNESS,"5901 W Olympic Blvd STE 310,Los Angeles,California 90036-4664",0,6.78,3232151725,,90036-4664
73,LOS ANGELES LGBT CENTER,"1625 Schrader Blvd,Los Angeles,California 90028-6213",0,7.69,3239937500,,90028-6213
74,AHF HEALTHCARE CENTER  WESTSIDE,"99 N La Cienega Blvd STE 200,Beverly Hills,California 90211-2285",0,7.92,3106579353,,90211-2285
75,BEVERLY HEALTH CENTER,"8405 Beverly Blvd,Los Angeles,California 90048-3401",0,8.11,3236531990,,90048-3401
76,MHF SUNSET,"9201 W Sunset Blvd STE G2,Los Angeles,California 90069-3701",0,9.57,3105501010,,90069-3701
77,South Central Family Health Center,"4425 S Central Ave,Los Angeles,CA 90011",0,0.34,3239084200,https://www.scfhc.org/,90011
78,Los Angeles County Health Services,"2829 S Grand Ave,Los Angeles,CA 90007",0,1.48,2136997000,https://dhs.lacounty.gov/hudson/,90007
79,Planned Parenthood Los Angeles,"400 W 30th St,Los Angeles,CA 90007",0,1.49,8005765544,https://www.plannedparenthood.org/health-center/california/los-angeles/90007/s-mark-taper-foundation-center-for-medical-training-3862-90070,90007
80,Central City Community Health Center,"5970 S Central Ave,Los Angeles,CA 90001",0,1.54,3232343280,https://centralcityhealth.org/locations/south-los-angeles,90001
81,Los Angeles County Health Services,"5850 S Main St,Los Angeles,CA 90003",0,1.60,3238976000,https://dhs.lacounty.gov/humphrey,90003
82,St Johns Community Health,"326 W 23rd St,Los Angeles,CA 90007",0,1.67,3235411411,https://sjch.org/,90007
83,Realistic Education in Action Coalition to Foster Health,"1400 E Olympic Blvd Ste 240,Los Angeles,CA 90021",0,1.82,2136221650,https://www.reachla.info/,90021
84,St Johns Community Health,"4085 S Vermont Ave,Los Angeles,CA 90037",0,1.92,3235411631,https://sjch.org/,90037
85,St Johns Community Health,"1321 E 1st St,Los Angeles,CA 90033",0,1.92,3235411411,https://sjch.org/,90033
86,St Johns Community Health,"1555 W 110th St,Los Angeles,CA 90047",0,1.92,3237572771,https://sjch.org/,90047
87,Northeast Community Clinics,"1414 S Grand Ave Ste 200,Los Angeles,CA 90015",0,2.02,2137439000,https://necccare.com/,90015
88,AIDS Healthcare Foundation,"1400 S Grand Ave Ste 801,Los Angeles,CA 90015",0,2.04,2137419727,https://hivcare.org,90015
89,St Johns Community Health,"5701 S Hoover St,Los Angeles,CA 90037",0,2.08,3235411616,https://sjch.org/,90037
90,St Johns Community Health,"808 W 58th St,Los Angeles,CA 90037",0,2.11,3235411411,https://www.wellchild.org,90037
91,St Johns Community Health,"6818 Avalon Blvd,Los Angeles US,CA 90003",0,2.12,3235411411,https://www.wellchild.org,90003
92,St Johns Community Health,"1060 Exposition Blvd,Los Angeles US,CA 90007",0,2.16,3235411411,https://sjch.org/,90007
93,Planned Parenthood Los Angeles,"2550 E Slauson Ave,Huntington Park,CA 90255",0,2.24,8005765544,https://www.plannedparenthood.org/health-center/california/huntington-park/90255/huntington-park-health-center-3831-90070,90255
94,Elite Medical Clinic,"2214 S Hoover St,Los Angeles,CA 90007",0,2.41,2136223100,https://elitemedicalclinic.net,90007
95,Optum,"1120 W Washington Blvd,Los Angeles,CA 90015",0,2.51,2136232225,https://www.optum.com/care/facilities/ca/los-angeles/1120-w-washington-blvd-optum-medical-group-dmc62493846-1120wwashingtonblvd.html,90015
96,JWCH Institute,"522 S San Pedro St,Los Angeles,CA 90013",0,2.59,8667335924,http://jwchinstitute.org/,90013
97,Keck Medicine of USC,"830 S Flower St,Los Angeles,CA 90017",0,2.67,3234425100,https://www.keckmedicine.org/locations/los-angeles/830-s-flower-st,90017
98,Downtown Womens Center,"442 S San Pedro St,Los Angeles,CA 90013",0,2.68,2136800600,https://www.downtownwomenscenter.org,90013
99,St Johns Community Health,"1910 S Magnolia Ave Ste 101,Los Angeles,CA 90007",0,2.70,2137490947,https://sjch.org/,90007
100,Los Angeles Christian Health Centers,"325 E 7th St,Los Angeles,CA 90014",0,2.72,2138931960,https://www.lachc.com/,90014
101,UMMA Florence Clinic,"711 W Florence Ave,Los Angeles,CA 90044",0,2.80,3237895610,https://www.ummaclinic.org/,90044
102,UMMA Community Clinic,"7821 Avalon Blvd,Los Angeles US,CA 90003",0,2.83,3237895610,http://www.ummaclinic.org,90003
103,South Central Family Health Center,"7300 Santa Fe Ave,Huntington Park US,CA 90255",0,2.87,3239084200,https://www.scfhc.org/,90255
104,Los Angeles LGBT Center,"553 S Clarence St,Los Angeles,CA 90033",0,2.94,3238607332,https://lalgbtcenter.org,90033
105,To Help Everyone Clinic Incorporated,"3834 S Western Ave,Los Angeles,CA 90062",0,2.95,3237301920,https://www.tohelpeveryone.org,90062
106,Los Angeles County Department of Public Health,"3834 S Western Ave,Los Angeles,CA 90062",0,2.95,3237303507,http://publichealth.lacounty.gov/chs/SPA6/index.htm,90062
107,South Central Family Health Center,"2680 Saturn Ave,Huntington Park US,CA 90255",0,2.95,3239084200,https://www.scfhc.org/huntington-park,90255
108,AltaMed Medical Group,"1305 S Concord St Ste 18,Los Angeles,CA 90023",0,2.99,8884999303,https://www.altamed.org,90023
109,Northeast Community Clinics,"2975 Zoe Ave,Huntington Park US,CA 90255",0,3.11,3238269449,https://necccare.com/,90255
110,Los Angeles Christian Health Centers,"1625 E 4th St,Los Angeles,CA 90033",0,3.20,2138931960,https://www.lachc.com/,90033
111,Northeast Community Clinics,"2822 Florence Ave,Huntington Park US,CA 90255",0,3.27,3239231900,https://necccare.com/,90255
112,St Anthony Medical Centers,"2515 W Pico Blvd,Los Angeles,CA 90006",0,3.36,2133844555,http://stanthonymedical.org/,90006
113,Fatima Medical Clinic,"820A S Alvarado St,Los Angeles,CA 90057",0,3.38,2133840604,,90057
114,Planned Parenthood Los Angeles,"8520 S Broadway,Los Angeles US,CA 90003",0,3.44,8005765544,https://www.plannedparenthood.org/health-center/california/los-angeles/90003/dorothy-hecht-health-center-2465-90070,90003
115,Los Angeles LGBT Center,"2313 W MLK Jr Blvd,,CA 90008",0,3.49,3238603799,https://lalgbtcenter.org,90008
116,Mens Health Foundation,"8601 S Broadway,Los Angeles US,CA 90003",0,3.52,3239055675,https://www.menshealthfound.org/socalclub,90003
117,Los Angeles County Department of Public Health,"241 N Figueroa St,Los Angeles,CA 90012",0,3.58,2132408204,http://publichealth.lacounty.gov/chs/spa4/index.htm,90012
118,AIDS Healthcare Foundation,"2146 W Adams Blvd,Los Angeles,CA 90018",0,3.59,3237662170,https://hivcare.org,90018
119,Asian Pacific Health Care Venture Incorporated,"180 Union Pl,Los Angeles US,CA 90026",0,3.76,3236443885,https://www.aphcv.org,90026
120,Chinatown Service Center,"767 N Hill St Ste 200,Los Angeles,CA 90012",0,3.93,2138081700,https://www.cscla.org,90012
121,Nussabaum Joseph M MD,"201 S Alvarado St Ste 820,Los Angeles,CA 90057",0,3.96,2134830901,,90057
122,Clinica Monsenor Oscar A Romero,"123 S Alvarado St,Los Angeles,CA 90057",0,4.09,2139897700,https://clinicaromero.com,90057
123,Complete Care Community Health Center,"2928 E Cesar Chavez Ave,Los Angeles,CA 90033",0,4.10,3239177157,https://ccchclinic.com,90033
124,Los Angeles LGBT Center,"3055 Wilshire Blvd Ste 360,Los Angeles,CA 90010",0,4.12,3239932900,https://lalgbtcenter.org,90010
125,Planned Parenthood Los Angeles,"3224 W Olympic Blvd Ste 101,Koreatown,CA 90006",0,4.15,8005765544,https://www.plannedparenthood.org/health-center/california/koreatown/90006/koreatown-health-center-3795-90070,90006
126,Childrens Hospital Los Angeles,"3250 Wilshire Blvd Ste 300,Los Angeles,CA 90010",0,4.19,3233617550,https://www.chla.org/hiv-program,90010
127,Eisner Health at Wadsworth Avenue Elementary School,"981 E 41st St,Los Angeles,California 90011-2753",0,0.10,2137475542,www.eisnerhealth.org,90011-2753
128,South Central Family Health Center Vernon Medical Building,"1028 E Vernon Ave,Los Angeles,California 90011-3717",0,0.28,3239084200,www.scfhc.org,90011-3717
129,South Central Family Health Center Vernon Avenue Site,"1111 E Vernon Ave,Los Angeles,California 90011-3718",0,0.30,3239084200,www.scfhc.org,90011-3718
130,SCFHC Vision Center,"4411 S Central Ave,Los Angeles,California 90011-3629",0,0.31,3239084200,,90011-3629
131,SCFHC MedicalDental Annex,"4415 S Central Ave STE 100,Los Angeles,California 90011-3629",0,0.32,3239084200,www.scfhc.org,90011-3629
132,SOUTH CENTRAL FAMILY HEALTH CENTER,"4425 S Central Ave,Los Angeles,California 90011-3629",0,0.34,3239084200,www.scfhc.org,90011-3629
133,Kedren Pediatric Center,"4211 Avalon Blvd STE B,Los Angeles,California 90011-5622",0,0.41,3232340616,,90011-5622
134,Kedren Community Care Clinic,"4211 Avalon Blvd STE A,Los Angeles,California 90011-5622",0,0.41,3234325122,www.kedrenmentalhealth.com,90011-5622
135,Wellness Center at Jefferson High School,"3410 Hooper Ave,Los Angeles,California 90011-2161",0,0.47,3239084402,,90011-2161
136,South Central Family Health Center Mobile Unit,"3410 Hooper Ave,Los Angeles,California 90011-2161",0,0.47,3239084200,www.scfhc.org,90011-2161
137,Universal Community Health Center  Quincy,"900 E 33rd St,Los Angeles,California 90011-2524",0,0.49,3232333100,https://www.uchcla.org/,90011-2524
138,CNHF  Central Clinic,"2707 S Central Ave,Los Angeles,California 90011-5527",0,0.69,3104187786 x31041,,90011-5527
139,Eisner Health at Nevin Avenue Elementary School,"1569 E 32nd St,Los Angeles,California 90011-2213",0,0.73,2137475542,www.eisnerhealth.org,90011-2213
140,Universal Community Health Center  Mobile Unit 2,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,0.85,3232333100,,90011-2023
141,Universal Community Health Center  San Pedro,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,0.85,3232333100,uchcla.org,90011-2023
142,Universal Community Health Center  Mobile Unit 1,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,0.85,3232333100,www.uchcla.org,90011-2023
143,Universal Community Health Center Central,"2098 S Central Ave,Los Angeles,California 90011-1235",0,1.08,3232333100 x303,,90011-1235
144,JWCH Institute Inc Mini House Residential Treatment,"303 E 52nd St,Los Angeles,California 90011-4513",0,1.10,3232014516,,90011-4513
145,Universal Community Health Center  Washington,"1005 E Washington Blvd,Los Angeles,California 90021-3068",0,1.27,3232333100,www.uchcla.org,90021-3068
146,Childrens Hospital Los Angeles  Ruths Place,"4775 S Broadway,Los Angeles,California 90037-3200",0,1.30,3234322440,,90037-3200
147,Kedren Community Health  Amity,"3745 S Grand Ave,Los Angeles,California 90007-4332",0,1.32,3232340616,,90007-4332
148,Universal Community Health Center  ONeill,"1919 S San Pedro St,Los Angeles,California 90011-1121",0,1.33,3232333100,,90011-1121
149,Eisner Health at San Pedro Street Elementary School,"1635 S San Pedro St,Los Angeles,California 90015-3706",0,1.43,2137475542,www.eisnerhealth.org,90015-3706
150,Eisner Health  Student and Family Wellness Center at Santee,"1921 Maple Ave,Los Angeles,California 90011-1036",0,1.46,2137475542 x3563,www.eisnerhealth.org,90011-1036
151,CNHF  Grand Clinic,"2614 S Grand Ave,Los Angeles,California 90007-2607",0,1.50,3232345000,www.cnhfclinic.org,90007-2607
152,Central City Community Health Center Inc  SLA,"5970 S Central Ave,Los Angeles,California 90001-1150",0,1.54,3232343280,www.centralcityhealth.org,90001-1150
153,Central City Community Health Center Inc  Mobile 1,"5968 S Central Ave,Los Angeles,California 90001-1150",0,1.54,3232343280,www.centralcityhealth.org,90001-1150
154,Central City Community Health Center Inc  Broadway,"5715 S Broadway,Los Angeles,California 90037-4131",0,1.68,3239480444,www.centralcityhealth.org,90037-4131
155,SJCH Traynham Health Center,"326 W 23rd St,Los Angeles,California 90007-2612",0,1.69,3235411411,http://www.wellchild.org,90007-2612
156,AltaMed Medical Group Huntington Park,"1900 E Slauson Ave,Huntington Park,California 90255-2725",0,1.76,3235626700,altamed.org,90255-2725
157,AltaMed PACE  Huntington Park,"1900 E Slauson Ave STE B,Huntington Park,California 90255-2725",0,1.76,3232777678,www.altamed.org,90255-2725
158,AltaMed Pharmacy  Huntington Park,"1900 E Slauson Ave,Huntington Park,California 90255-2725",0,1.76,8884999303,www.altamed.org,90255-2725
159,AltaMed Behavioral Health at Lillian Street Elementary School Los Angeles,"5909 Lillian St,Los Angeles,California 90001-1433",0,1.82,8554251777,www.altamed.org,90001-1433
160,Via Care Los Angeles Trade Tech College,"400 W Washington Blvd STE D3107A,Los Angeles,California 90015-4108",0,1.87,3232689191,,90015-4108
161,SJCH Manual Arts High Schoolbased Clinic,"4085 S Vermont Ave,Los Angeles,California 90037-1942",0,1.92,3235411411,,90037-1942
162,Eisner Health,"1530 S Olive St,Los Angeles,California 90015-3023",0,1.95,2137475542,www.eisnerhealth.org,90015-3023
163,Eisner Health  Olive Street,"1530 S Olive St,Los Angeles,California 90015-3023",0,1.95,2137475542,www.eisnerhealth.org,90015-3023
164,Eisner Health,"1500 S Olive St,Los Angeles,California 90015-3023",0,1.96,2137475542,www.eisnerhealth.org,90015-3023
165,Universal Community Health Center  MLK,"1021 W Martin Luther King Jr Blvd,Los Angeles,California 90037-1816",0,1.98,3232333100,,90037-1816
166,Eisner Health  Womens Health Center,"1513 S Grand Ave STE 220,Los Angeles,California 90015-3075",0,2.00,2137475542,www.eisnerhealth.org,90015-3075
167,Eisner Health  Womens Health Center,"1513 S Grand Ave STE 220,Los Angeles,California 90015-3075",0,2.00,2137475542,www.eisnerhealth.org,90015-3075
168,Northeast Community Clinic,"1414 S Grand Ave STE 200,Los Angeles,California 90015-3072",0,2.03,2134199600,www.necc.net,90015-3072
169,NORTHEAST COMMUNITY CLINIC,"1414 S Grand Ave STE 456,Los Angeles,California 90015-3071",0,2.03,2137456047,www.necc.net,90015-3071
170,Northeast Community Clinic,"1414 S Grand Ave STE 380,Los Angeles,California 90015-3072",0,2.03,2137439000,www.necc.net,90015-3072
171,Northeast Community Clinic,"1414 S Grand Ave STE 300,Los Angeles,California 90015-3072",0,2.04,2132221300,www.necc.net,90015-3072
172,Eisner Health  Family Medicine Center at California Hospital,"1400 S Grand Ave Ste 101,Los Angeles,California 90015-3048",0,2.05,2137440801,www.eisnerhealth.org,90015-3048
173,Eisner Health Family Medicine Center at California Hospital,"1400 S Grand Ave STE 101,Los Angeles,California 90015-3048",0,2.05,2137440801,www.eisnerhealth.org,90015-3048
174,SJCH 50th Street Dental Clinic at Boys  Girls Club,"1000 W 50th St,Los Angeles,California 90037-2924",0,2.05,3235411411,,90037-2924
175,SJCH LEWIS FRAYSER CLINIC,"5701 S Hoover St,Los Angeles,California 90037-4045",0,2.06,3235411411,www.sjch.org,90037-4045
176,SJCH S Mark Taper Foundation Chronic Disease and Environmental Health Center,"808 W 58th St,Los Angeles,California 90037-3632",0,2.11,3235411411,sjch.org,90037-3632
177,SJCH Mobile 1,"808 W 58th St,Los Angeles,California 90037-3632",0,2.11,3235411411,,90037-3632
178,SJCH  Avalon Health and Access Center,"6818 Avalon Blvd,Los Angeles,California 90003-1922",0,2.11,2132267481,,90003-1922
179,SJCH  Mobile 3,"808 W 58th St,Los Angeles,California 90037-3632",0,2.11,3235411400,,90037-3632
180,SJCH Rolland Curtis Gardens Health Center,"1060 Exposition Blvd,Los Angeles,California 90007-4242",0,2.13,3235411600,www.wellchild.org,90007-4242
181,AltaMed Medical Group FlorenceFirestone,"1542 E Florence Ave,Los Angeles,California 90001-2536",0,2.39,3235840222,,90001-2536
182,Los Angeles Christian Health Centers at Joshua House Health Center,"325 E 7th St,Los Angeles,California 90014-2209",0,2.43,2138931960 x21389,www.lachc.com,90014-2209
183,LACHC Mobile Medical Van 1,"325 E 7th St,Los Angeles,California 90014-2209",0,2.43,2138931960,,90014-2209
184,JWCH Medical Clinic  Abbey Apartments,"625 S San Pedro St,Los Angeles,California 90014-2424",0,2.44,2133531118,www.jwchinstitute.org,90014-2424
185,Wesley Health Centers  San Julian Oasis,"628 San Julian St,Los Angeles,California 90014-2412",0,2.45,8667335924,http://jwchinstitute.org/,90014-2412
186,Los Angeles Christian Health Centers at Midnight Mission,"601 S San Pedro St,Los Angeles,California 90014-2415",0,2.46,2136249258,www.lachc.com,90014-2415
187,JWCH MEDICAL CLINIC  WEINGART,"515 E 6th St,Los Angeles,California 90021-1009",0,2.48,2136222639,http://www.jwchinstitute.org/clinic_weingart.htm,90021-1009
188,JWCH MOBILE MEDICAL CLINIC,"515 E 6th St,Los Angeles,California 90021-1009",0,2.48,2136222639,WWW.JWCHINSTITUTE.ORG/HOMELESS.HTM#WEINGART_MEDICAL,90021-1009
189,Los Angeles Christian Health Centers At Union Rescue Mission,"545 S San Pedro St,Los Angeles,California 90013-2101",0,2.56,2138931960,,90013-2101
190,Herman Ostrow School of Dentistry of USC,"545 S San Pedro St,Los Angeles,California 90013-2101",0,2.56,2133476357,,90013-2101
191,JWCH Medical Clinic  Charles Cobb Hotel,"521 S San Pedro St,Los Angeles,California 90013-2148",0,2.59,2133531118,www.jwchinstitute.org,90013-2148
192,JWCH Institute Inc Medical Clinic  Weingart Center,"522 S San Pedro St,Los Angeles,California 90013-2102",0,2.60,2136222639,www.jwchinstitute.org,90013-2102
193,JWCH Institute Center for Community Health,"522 S San Pedro St,Los Angeles,California 90013-2102",0,2.60,2134864040,jwchinstitute.org,90013-2102
194,JWCH Medical Clinic  Simone Hotel,"520 San Julian St,Los Angeles,California 90013-1513",0,2.60,2133531118,www.jwchinstitute.org,90013-1513
195,Wesley Health Centers Corner of Hope,"500 S San Pedro St,Los Angeles,California 90013-2102",0,2.62,5628677999,www.jwchinstitute.org,90013-2102
196,Angeles Community Health Center  Huntington Park 6212,"6212 Seville Ave,Huntington Park,California 90255-2913",0,2.63,3235888855,http://www.angelescommunity.org,90255-2913
197,Angeles Community Health Center  Mobile Unit,"6208 Seville Ave,Huntington Park,California 90255-2913",0,2.63,3235888855,,90255-2913
